pdb_file,metadata_file,protein_chains,complex_chains,PDB_ID
data/Ankyrin_repeat_protein/pdb_files/1K3Z.pdb,data/Ankyrin_repeat_protein/metadata_files/1K3Z_metadata.json,3,2,1K3Z
data/Ankyrin_repeat_protein/pdb_files/9OGB.pdb,data/Ankyrin_repeat_protein/metadata_files/9OGB_metadata.json,5,5,9OGB
data/Ankyrin_repeat_protein/pdb_files/5NC5.pdb,data/Ankyrin_repeat_protein/metadata_files/5NC5_metadata.json,8,3,5NC5
data/Ankyrin_repeat_protein/pdb_files/4LNU.pdb,data/Ankyrin_repeat_protein/metadata_files/4LNU_metadata.json,4,4,4LNU
data/Ankyrin_repeat_protein/pdb_files/2K9U.pdb,data/Ankyrin_repeat_protein/metadata_files/2K9U_metadata.json,2,2,2K9U
data/Ankyrin_repeat_protein/pdb_files/6HC8.pdb,data/Ankyrin_repeat_protein/metadata_files/6HC8_metadata.json,2,2,6HC8
data/Ankyrin_repeat_protein/pdb_files/6QFK.pdb,data/Ankyrin_repeat_protein/metadata_files/6QFK_metadata.json,2,2,6QFK
data/Ankyrin_repeat_protein/pdb_files/5OVC.pdb,data/Ankyrin_repeat_protein/metadata_files/5OVC_metadata.json,2,2,5OVC
data/Ankyrin_repeat_protein/pdb_files/5OVP.pdb,data/Ankyrin_repeat_protein/metadata_files/5OVP_metadata.json,2,2,5OVP
data/Ankyrin_repeat_protein/pdb_files/5OVV.pdb,data/Ankyrin_repeat_protein/metadata_files/5OVV_metadata.json,2,2,5OVV
data/Ankyrin_repeat_protein/pdb_files/7C7J.pdb,data/Ankyrin_repeat_protein/metadata_files/7C7J_metadata.json,4,2,7C7J
data/Ankyrin_repeat_protein/pdb_files/8IR2.pdb,data/Ankyrin_repeat_protein/metadata_files/8IR2_metadata.json,4,2,8IR2
data/Ankyrin_repeat_protein/pdb_files/8IR4.pdb,data/Ankyrin_repeat_protein/metadata_files/8IR4_metadata.json,4,2,8IR4
data/Ankyrin_repeat_protein/pdb_files/7ALR.pdb,data/Ankyrin_repeat_protein/metadata_files/7ALR_metadata.json,3,3,7ALR
data/Ankyrin_repeat_protein/pdb_files/5O2T.pdb,data/Ankyrin_repeat_protein/metadata_files/5O2T_metadata.json,2,2,5O2T
data/Ankyrin_repeat_protein/pdb_files/6H47.pdb,data/Ankyrin_repeat_protein/metadata_files/6H47_metadata.json,2,2,6H47
data/Ankyrin_repeat_protein/pdb_files/3BRF.pdb,data/Ankyrin_repeat_protein/metadata_files/3BRF_metadata.json,4,4,3BRF
data/Ankyrin_repeat_protein/pdb_files/1Z9O.pdb,data/Ankyrin_repeat_protein/metadata_files/1Z9O_metadata.json,12,2,1Z9O
data/Ankyrin_repeat_protein/pdb_files/3QO2.pdb,data/Ankyrin_repeat_protein/metadata_files/3QO2_metadata.json,8,2,3QO2
data/Ankyrin_repeat_protein/pdb_files/3R93.pdb,data/Ankyrin_repeat_protein/metadata_files/3R93_metadata.json,8,2,3R93
data/Ankyrin_repeat_protein/pdb_files/6GCU.pdb,data/Ankyrin_repeat_protein/metadata_files/6GCU_metadata.json,6,3,6GCU
data/Ankyrin_repeat_protein/pdb_files/6KZJ.pdb,data/Ankyrin_repeat_protein/metadata_files/6KZJ_metadata.json,3,2,6KZJ
data/Ankyrin_repeat_protein/pdb_files/9J7A.pdb,data/Ankyrin_repeat_protein/metadata_files/9J7A_metadata.json,6,3,9J7A
data/Ankyrin_repeat_protein/pdb_files/9JCE.pdb,data/Ankyrin_repeat_protein/metadata_files/9JCE_metadata.json,3,3,9JCE
data/Ankyrin_repeat_protein/pdb_files/9LKX.pdb,data/Ankyrin_repeat_protein/metadata_files/9LKX_metadata.json,2,2,9LKX
data/Ankyrin_repeat_protein/pdb_files/8HLO.pdb,data/Ankyrin_repeat_protein/metadata_files/8HLO_metadata.json,2,2,8HLO
data/Ankyrin_repeat_protein/pdb_files/6XSW.pdb,data/Ankyrin_repeat_protein/metadata_files/6XSW_metadata.json,12,3,6XSW
data/Ankyrin_repeat_protein/pdb_files/5CZX.pdb,data/Ankyrin_repeat_protein/metadata_files/5CZX_metadata.json,6,3,5CZX
data/Ankyrin_repeat_protein/pdb_files/5YIR.pdb,data/Ankyrin_repeat_protein/metadata_files/5YIR_metadata.json,6,2,5YIR
data/Ankyrin_repeat_protein/pdb_files/6EXJ.pdb,data/Ankyrin_repeat_protein/metadata_files/6EXJ_metadata.json,4,2,6EXJ
data/Ankyrin_repeat_protein/pdb_files/3K1R.pdb,data/Ankyrin_repeat_protein/metadata_files/3K1R_metadata.json,2,2,3K1R
data/Ankyrin_repeat_protein/pdb_files/4MGX.pdb,data/Ankyrin_repeat_protein/metadata_files/4MGX_metadata.json,2,2,4MGX
data/Ankyrin_repeat_protein/pdb_files/3PVL.pdb,data/Ankyrin_repeat_protein/metadata_files/3PVL_metadata.json,2,2,3PVL
data/Ankyrin_repeat_protein/pdb_files/7TZ0.pdb,data/Ankyrin_repeat_protein/metadata_files/7TZ0_metadata.json,2,2,7TZ0
data/Ankyrin_repeat_protein/pdb_files/2RFI.pdb,data/Ankyrin_repeat_protein/metadata_files/2RFI_metadata.json,4,2,2RFI
data/Ankyrin_repeat_protein/pdb_files/3HNA.pdb,data/Ankyrin_repeat_protein/metadata_files/3HNA_metadata.json,4,2,3HNA
data/Ankyrin_repeat_protein/pdb_files/5E4W.pdb,data/Ankyrin_repeat_protein/metadata_files/5E4W_metadata.json,6,3,5E4W
data/Ankyrin_repeat_protein/pdb_files/3WUT.pdb,data/Ankyrin_repeat_protein/metadata_files/3WUT_metadata.json,12,2,3WUT
data/Ankyrin_repeat_protein/pdb_files/3WUU.pdb,data/Ankyrin_repeat_protein/metadata_files/3WUU_metadata.json,12,2,3WUU
data/Ankyrin_repeat_protein/pdb_files/7DSB.pdb,data/Ankyrin_repeat_protein/metadata_files/7DSB_metadata.json,4,4,7DSB
data/Ankyrin_repeat_protein/pdb_files/6NE1.pdb,data/Ankyrin_repeat_protein/metadata_files/6NE1_metadata.json,2,2,6NE1
data/Ankyrin_repeat_protein/pdb_files/6H46.pdb,data/Ankyrin_repeat_protein/metadata_files/6H46_metadata.json,2,2,6H46
data/Ankyrin_repeat_protein/pdb_files/7D6F.pdb,data/Ankyrin_repeat_protein/metadata_files/7D6F_metadata.json,2,2,7D6F
data/Ankyrin_repeat_protein/pdb_files/8PA0.pdb,data/Ankyrin_repeat_protein/metadata_files/8PA0_metadata.json,2,2,8PA0
data/Ankyrin_repeat_protein/pdb_files/6NHV.pdb,data/Ankyrin_repeat_protein/metadata_files/6NHV_metadata.json,7,3,6NHV
data/Ankyrin_repeat_protein/pdb_files/1NFI.pdb,data/Ankyrin_repeat_protein/metadata_files/1NFI_metadata.json,6,3,1NFI
data/Ankyrin_repeat_protein/pdb_files/4HRL.pdb,data/Ankyrin_repeat_protein/metadata_files/4HRL_metadata.json,2,2,4HRL
data/Ankyrin_repeat_protein/pdb_files/8HCU.pdb,data/Ankyrin_repeat_protein/metadata_files/8HCU_metadata.json,3,3,8HCU
data/Ankyrin_repeat_protein/pdb_files/9J7B.pdb,data/Ankyrin_repeat_protein/metadata_files/9J7B_metadata.json,11,4,9J7B
data/Ankyrin_repeat_protein/pdb_files/1YCS.pdb,data/Ankyrin_repeat_protein/metadata_files/1YCS_metadata.json,2,2,1YCS
data/Ankyrin_repeat_protein/pdb_files/5CZV.pdb,data/Ankyrin_repeat_protein/metadata_files/5CZV_metadata.json,3,3,5CZV
data/Ankyrin_repeat_protein/pdb_files/5F67.pdb,data/Ankyrin_repeat_protein/metadata_files/5F67_metadata.json,4,2,5F67
data/Ankyrin_repeat_protein/pdb_files/6TQS.pdb,data/Ankyrin_repeat_protein/metadata_files/6TQS_metadata.json,11,2,6TQS
data/Ankyrin_repeat_protein/pdb_files/7TTR.pdb,data/Ankyrin_repeat_protein/metadata_files/7TTR_metadata.json,7,2,7TTR
data/Ankyrin_repeat_protein/pdb_files/3ZU7.pdb,data/Ankyrin_repeat_protein/metadata_files/3ZU7_metadata.json,2,2,3ZU7
data/Ankyrin_repeat_protein/pdb_files/9BOR.pdb,data/Ankyrin_repeat_protein/metadata_files/9BOR_metadata.json,3,2,9BOR
data/Ankyrin_repeat_protein/pdb_files/6NE4.pdb,data/Ankyrin_repeat_protein/metadata_files/6NE4_metadata.json,2,2,6NE4
data/Ankyrin_repeat_protein/pdb_files/7PD8.pdb,data/Ankyrin_repeat_protein/metadata_files/7PD8_metadata.json,2,2,7PD8
data/Ankyrin_repeat_protein/pdb_files/7PDD.pdb,data/Ankyrin_repeat_protein/metadata_files/7PDD_metadata.json,2,2,7PDD
data/Ankyrin_repeat_protein/pdb_files/7PDG.pdb,data/Ankyrin_repeat_protein/metadata_files/7PDG_metadata.json,2,2,7PDG
data/Ankyrin_repeat_protein/pdb_files/7PDH.pdb,data/Ankyrin_repeat_protein/metadata_files/7PDH_metadata.json,2,2,7PDH
data/Ankyrin_repeat_protein/pdb_files/6MOK.pdb,data/Ankyrin_repeat_protein/metadata_files/6MOK_metadata.json,2,2,6MOK
data/Ankyrin_repeat_protein/pdb_files/6GY5.pdb,data/Ankyrin_repeat_protein/metadata_files/6GY5_metadata.json,2,2,6GY5
data/Ankyrin_repeat_protein/pdb_files/8QEA.pdb,data/Ankyrin_repeat_protein/metadata_files/8QEA_metadata.json,3,3,8QEA
data/Ankyrin_repeat_protein/pdb_files/8QL2.pdb,data/Ankyrin_repeat_protein/metadata_files/8QL2_metadata.json,3,3,8QL2
data/Ankyrin_repeat_protein/pdb_files/8QL3.pdb,data/Ankyrin_repeat_protein/metadata_files/8QL3_metadata.json,3,3,8QL3
data/Ankyrin_repeat_protein/pdb_files/8QL4.pdb,data/Ankyrin_repeat_protein/metadata_files/8QL4_metadata.json,3,3,8QL4
data/Ankyrin_repeat_protein/pdb_files/8QL5.pdb,data/Ankyrin_repeat_protein/metadata_files/8QL5_metadata.json,3,3,8QL5
data/Ankyrin_repeat_protein/pdb_files/8QL6.pdb,data/Ankyrin_repeat_protein/metadata_files/8QL6_metadata.json,3,3,8QL6
data/Ankyrin_repeat_protein/pdb_files/8QL7.pdb,data/Ankyrin_repeat_protein/metadata_files/8QL7_metadata.json,3,3,8QL7
data/Ankyrin_repeat_protein/pdb_files/4TKN.pdb,data/Ankyrin_repeat_protein/metadata_files/4TKN_metadata.json,6,2,4TKN
data/Ankyrin_repeat_protein/pdb_files/6N4N.pdb,data/Ankyrin_repeat_protein/metadata_files/6N4N_metadata.json,4,2,6N4N
data/Ankyrin_repeat_protein/pdb_files/3LBX.pdb,data/Ankyrin_repeat_protein/metadata_files/3LBX_metadata.json,2,2,3LBX
data/Ankyrin_repeat_protein/pdb_files/6PY8.pdb,data/Ankyrin_repeat_protein/metadata_files/6PY8_metadata.json,10,5,6PY8
data/Ankyrin_repeat_protein/pdb_files/2D1X.pdb,data/Ankyrin_repeat_protein/metadata_files/2D1X_metadata.json,6,2,2D1X
data/Ankyrin_repeat_protein/pdb_files/5EIB.pdb,data/Ankyrin_repeat_protein/metadata_files/5EIB_metadata.json,4,4,5EIB
data/Ankyrin_repeat_protein/pdb_files/3JV6.pdb,data/Ankyrin_repeat_protein/metadata_files/3JV6_metadata.json,6,2,3JV6
data/Ankyrin_repeat_protein/pdb_files/4C48.pdb,data/Ankyrin_repeat_protein/metadata_files/4C48_metadata.json,3,3,4C48
data/Ankyrin_repeat_protein/pdb_files/6ZOA.pdb,data/Ankyrin_repeat_protein/metadata_files/6ZOA_metadata.json,5,2,6ZOA
data/Ankyrin_repeat_protein/pdb_files/6ZOF.pdb,data/Ankyrin_repeat_protein/metadata_files/6ZOF_metadata.json,5,2,6ZOF
data/Ankyrin_repeat_protein/pdb_files/6ZOH.pdb,data/Ankyrin_repeat_protein/metadata_files/6ZOH_metadata.json,5,2,6ZOH
data/Ankyrin_repeat_protein/pdb_files/7OUL.pdb,data/Ankyrin_repeat_protein/metadata_files/7OUL_metadata.json,5,2,7OUL
data/Ankyrin_repeat_protein/pdb_files/7OUM.pdb,data/Ankyrin_repeat_protein/metadata_files/7OUM_metadata.json,5,2,7OUM
data/Ankyrin_repeat_protein/pdb_files/6D65.pdb,data/Ankyrin_repeat_protein/metadata_files/6D65_metadata.json,4,2,6D65
data/Ankyrin_repeat_protein/pdb_files/8QL8.pdb,data/Ankyrin_repeat_protein/metadata_files/8QL8_metadata.json,3,3,8QL8
data/Ankyrin_repeat_protein/pdb_files/8QL9.pdb,data/Ankyrin_repeat_protein/metadata_files/8QL9_metadata.json,3,3,8QL9
data/Ankyrin_repeat_protein/pdb_files/8QLA.pdb,data/Ankyrin_repeat_protein/metadata_files/8QLA_metadata.json,3,3,8QLA
data/Ankyrin_repeat_protein/pdb_files/8QLB.pdb,data/Ankyrin_repeat_protein/metadata_files/8QLB_metadata.json,3,3,8QLB
data/Ankyrin_repeat_protein/pdb_files/8CL9.pdb,data/Ankyrin_repeat_protein/metadata_files/8CL9_metadata.json,3,3,8CL9
data/Ankyrin_repeat_protein/pdb_files/6NE2.pdb,data/Ankyrin_repeat_protein/metadata_files/6NE2_metadata.json,2,2,6NE2
data/Ankyrin_repeat_protein/pdb_files/5LW1.pdb,data/Ankyrin_repeat_protein/metadata_files/5LW1_metadata.json,10,4,5LW1
data/Ankyrin_repeat_protein/pdb_files/8CXI.pdb,data/Ankyrin_repeat_protein/metadata_files/8CXI_metadata.json,10,4,8CXI
data/Ankyrin_repeat_protein/pdb_files/1IKN.pdb,data/Ankyrin_repeat_protein/metadata_files/1IKN_metadata.json,3,3,1IKN
data/Ankyrin_repeat_protein/pdb_files/1C9I.pdb,data/Ankyrin_repeat_protein/metadata_files/1C9I_metadata.json,4,2,1C9I
data/Ankyrin_repeat_protein/pdb_files/1C9L.pdb,data/Ankyrin_repeat_protein/metadata_files/1C9L_metadata.json,4,2,1C9L
data/Ankyrin_repeat_protein/pdb_files/7Z71.pdb,data/Ankyrin_repeat_protein/metadata_files/7Z71_metadata.json,4,2,7Z71
data/Ankyrin_repeat_protein/pdb_files/7Z73.pdb,data/Ankyrin_repeat_protein/metadata_files/7Z73_metadata.json,6,2,7Z73
data/Ankyrin_repeat_protein/pdb_files/7Z7C.pdb,data/Ankyrin_repeat_protein/metadata_files/7Z7C_metadata.json,2,2,7Z7C
data/Ankyrin_repeat_protein/pdb_files/6MOL.pdb,data/Ankyrin_repeat_protein/metadata_files/6MOL_metadata.json,3,2,6MOL
data/Ankyrin_repeat_protein/pdb_files/7X4N.pdb,data/Ankyrin_repeat_protein/metadata_files/7X4N_metadata.json,4,4,7X4N
data/Ankyrin_repeat_protein/pdb_files/2RQU.pdb,data/Ankyrin_repeat_protein/metadata_files/2RQU_metadata.json,2,2,2RQU
data/Ankyrin_repeat_protein/pdb_files/7E8I.pdb,data/Ankyrin_repeat_protein/metadata_files/7E8I_metadata.json,12,8,7E8I
data/Ankyrin_repeat_protein/pdb_files/5ITZ.pdb,data/Ankyrin_repeat_protein/metadata_files/5ITZ_metadata.json,4,4,5ITZ
data/Ankyrin_repeat_protein/pdb_files/5ELQ.pdb,data/Ankyrin_repeat_protein/metadata_files/5ELQ_metadata.json,4,2,5ELQ
data/Ankyrin_repeat_protein/pdb_files/3U7D.pdb,data/Ankyrin_repeat_protein/metadata_files/3U7D_metadata.json,4,2,3U7D
data/Ankyrin_repeat_protein/pdb_files/4I51.pdb,data/Ankyrin_repeat_protein/metadata_files/4I51_metadata.json,5,3,4I51
data/Ankyrin_repeat_protein/pdb_files/4DXA.pdb,data/Ankyrin_repeat_protein/metadata_files/4DXA_metadata.json,2,2,4DXA
data/Ankyrin_repeat_protein/pdb_files/7TAC.pdb,data/Ankyrin_repeat_protein/metadata_files/7TAC_metadata.json,6,2,7TAC
data/Ankyrin_repeat_protein/pdb_files/7TAD.pdb,data/Ankyrin_repeat_protein/metadata_files/7TAD_metadata.json,4,2,7TAD
data/Ankyrin_repeat_protein/pdb_files/8SU8.pdb,data/Ankyrin_repeat_protein/metadata_files/8SU8_metadata.json,2,2,8SU8
data/Ankyrin_repeat_protein/pdb_files/8T09.pdb,data/Ankyrin_repeat_protein/metadata_files/8T09_metadata.json,2,2,8T09
data/Ankyrin_repeat_protein/pdb_files/8T7V.pdb,data/Ankyrin_repeat_protein/metadata_files/8T7V_metadata.json,2,2,8T7V
data/Ankyrin_repeat_protein/pdb_files/6OQ3.pdb,data/Ankyrin_repeat_protein/metadata_files/6OQ3_metadata.json,2,2,6OQ3
data/Ankyrin_repeat_protein/pdb_files/6OQ4.pdb,data/Ankyrin_repeat_protein/metadata_files/6OQ4_metadata.json,2,2,6OQ4
data/Ankyrin_repeat_protein/pdb_files/6UZK.pdb,data/Ankyrin_repeat_protein/metadata_files/6UZK_metadata.json,2,2,6UZK
data/Ankyrin_repeat_protein/pdb_files/6ZO8.pdb,data/Ankyrin_repeat_protein/metadata_files/6ZO8_metadata.json,5,2,6ZO8
data/Ankyrin_repeat_protein/pdb_files/6ZOG.pdb,data/Ankyrin_repeat_protein/metadata_files/6ZOG_metadata.json,5,2,6ZOG
data/Ankyrin_repeat_protein/pdb_files/6ZO7.pdb,data/Ankyrin_repeat_protein/metadata_files/6ZO7_metadata.json,5,2,6ZO7
data/Ankyrin_repeat_protein/pdb_files/6ZO9.pdb,data/Ankyrin_repeat_protein/metadata_files/6ZO9_metadata.json,5,2,6ZO9
data/Ankyrin_repeat_protein/pdb_files/6ZOB.pdb,data/Ankyrin_repeat_protein/metadata_files/6ZOB_metadata.json,5,2,6ZOB
data/Ankyrin_repeat_protein/pdb_files/6ZOC.pdb,data/Ankyrin_repeat_protein/metadata_files/6ZOC_metadata.json,5,2,6ZOC
data/Ankyrin_repeat_protein/pdb_files/7OUK.pdb,data/Ankyrin_repeat_protein/metadata_files/7OUK_metadata.json,5,2,7OUK
data/Ankyrin_repeat_protein/pdb_files/6ZO5.pdb,data/Ankyrin_repeat_protein/metadata_files/6ZO5_metadata.json,5,2,6ZO5
data/Ankyrin_repeat_protein/pdb_files/6ZOD.pdb,data/Ankyrin_repeat_protein/metadata_files/6ZOD_metadata.json,5,2,6ZOD
data/Ankyrin_repeat_protein/pdb_files/4HNA.pdb,data/Ankyrin_repeat_protein/metadata_files/4HNA_metadata.json,4,4,4HNA
data/Ankyrin_repeat_protein/pdb_files/5OYJ.pdb,data/Ankyrin_repeat_protein/metadata_files/5OYJ_metadata.json,4,2,5OYJ
data/Ankyrin_repeat_protein/pdb_files/1W0T.pdb,data/Ankyrin_repeat_protein/metadata_files/1W0T_metadata.json,4,3,1W0T
data/Ankyrin_repeat_protein/pdb_files/8W8G.pdb,data/Ankyrin_repeat_protein/metadata_files/8W8G_metadata.json,8,2,8W8G
data/Ankyrin_repeat_protein/pdb_files/8CLA.pdb,data/Ankyrin_repeat_protein/metadata_files/8CLA_metadata.json,3,3,8CLA
data/Ankyrin_repeat_protein/pdb_files/3DO7.pdb,data/Ankyrin_repeat_protein/metadata_files/3DO7_metadata.json,5,3,3DO7
data/Ankyrin_repeat_protein/pdb_files/7UJJ.pdb,data/Ankyrin_repeat_protein/metadata_files/7UJJ_metadata.json,7,3,7UJJ
data/Ankyrin_repeat_protein/pdb_files/6MOJ.pdb,data/Ankyrin_repeat_protein/metadata_files/6MOJ_metadata.json,2,2,6MOJ
data/Ankyrin_repeat_protein/pdb_files/6MOI.pdb,data/Ankyrin_repeat_protein/metadata_files/6MOI_metadata.json,2,2,6MOI
data/Ankyrin_repeat_protein/pdb_files/5XUP.pdb,data/Ankyrin_repeat_protein/metadata_files/5XUP_metadata.json,4,2,5XUP
data/Ankyrin_repeat_protein/pdb_files/1IV6.pdb,data/Ankyrin_repeat_protein/metadata_files/1IV6_metadata.json,3,3,1IV6
data/Ankyrin_repeat_protein/pdb_files/5WIR.pdb,data/Ankyrin_repeat_protein/metadata_files/5WIR_metadata.json,4,2,5WIR
data/Ankyrin_repeat_protein/pdb_files/4XIB.pdb,data/Ankyrin_repeat_protein/metadata_files/4XIB_metadata.json,2,2,4XIB
data/Ankyrin_repeat_protein/pdb_files/2OMT.pdb,data/Ankyrin_repeat_protein/metadata_files/2OMT_metadata.json,2,2,2OMT
data/Ankyrin_repeat_protein/pdb_files/2OMZ.pdb,data/Ankyrin_repeat_protein/metadata_files/2OMZ_metadata.json,2,2,2OMZ
data/Ankyrin_repeat_protein/pdb_files/2OMV.pdb,data/Ankyrin_repeat_protein/metadata_files/2OMV_metadata.json,2,2,2OMV
data/Ankyrin_repeat_protein/pdb_files/2OMY.pdb,data/Ankyrin_repeat_protein/metadata_files/2OMY_metadata.json,2,2,2OMY
data/Ankyrin_repeat_protein/pdb_files/1O6S.pdb,data/Ankyrin_repeat_protein/metadata_files/1O6S_metadata.json,2,2,1O6S
data/Ankyrin_repeat_protein/pdb_files/2OMX.pdb,data/Ankyrin_repeat_protein/metadata_files/2OMX_metadata.json,2,2,2OMX
data/Ankyrin_repeat_protein/pdb_files/5XW5.pdb,data/Ankyrin_repeat_protein/metadata_files/5XW5_metadata.json,3,2,5XW5
data/Ankyrin_repeat_protein/pdb_files/7CQH.pdb,data/Ankyrin_repeat_protein/metadata_files/7CQH_metadata.json,2,2,7CQH
data/Ankyrin_repeat_protein/pdb_files/5T0M.pdb,data/Ankyrin_repeat_protein/metadata_files/5T0M_metadata.json,4,2,5T0M
data/Ankyrin_repeat_protein/pdb_files/5JHN.pdb,data/Ankyrin_repeat_protein/metadata_files/5JHN_metadata.json,4,2,5JHN
data/Ankyrin_repeat_protein/pdb_files/5JIN.pdb,data/Ankyrin_repeat_protein/metadata_files/5JIN_metadata.json,4,2,5JIN
data/Ankyrin_repeat_protein/pdb_files/5JIY.pdb,data/Ankyrin_repeat_protein/metadata_files/5JIY_metadata.json,4,2,5JIY
data/Ankyrin_repeat_protein/pdb_files/5JJ0.pdb,data/Ankyrin_repeat_protein/metadata_files/5JJ0_metadata.json,4,2,5JJ0
data/Ankyrin_repeat_protein/pdb_files/5T0K.pdb,data/Ankyrin_repeat_protein/metadata_files/5T0K_metadata.json,4,2,5T0K
data/Ankyrin_repeat_protein/pdb_files/4HDO.pdb,data/Ankyrin_repeat_protein/metadata_files/4HDO_metadata.json,2,2,4HDO
data/Ankyrin_repeat_protein/pdb_files/6ZO6.pdb,data/Ankyrin_repeat_protein/metadata_files/6ZO6_metadata.json,5,2,6ZO6
data/Ankyrin_repeat_protein/pdb_files/7LEQ.pdb,data/Ankyrin_repeat_protein/metadata_files/7LEQ_metadata.json,2,2,7LEQ
data/Ankyrin_repeat_protein/pdb_files/2Y1L.pdb,data/Ankyrin_repeat_protein/metadata_files/2Y1L_metadata.json,8,5,2Y1L
data/Ankyrin_repeat_protein/pdb_files/8H62.pdb,data/Ankyrin_repeat_protein/metadata_files/8H62_metadata.json,2,2,8H62
data/Ankyrin_repeat_protein/pdb_files/3KMW.pdb,data/Ankyrin_repeat_protein/metadata_files/3KMW_metadata.json,2,2,3KMW
data/Ankyrin_repeat_protein/pdb_files/3REP.pdb,data/Ankyrin_repeat_protein/metadata_files/3REP_metadata.json,2,2,3REP
data/Ankyrin_repeat_protein/pdb_files/3KMU.pdb,data/Ankyrin_repeat_protein/metadata_files/3KMU_metadata.json,2,2,3KMU
data/Ankyrin_repeat_protein/pdb_files/4XI7.pdb,data/Ankyrin_repeat_protein/metadata_files/4XI7_metadata.json,2,2,4XI7
data/Ankyrin_repeat_protein/pdb_files/8UY3.pdb,data/Ankyrin_repeat_protein/metadata_files/8UY3_metadata.json,11,3,8UY3
data/Ankyrin_repeat_protein/pdb_files/8ZQ3.pdb,data/Ankyrin_repeat_protein/metadata_files/8ZQ3_metadata.json,2,2,8ZQ3
data/Ankyrin_repeat_protein/pdb_files/7RG5.pdb,data/Ankyrin_repeat_protein/metadata_files/7RG5_metadata.json,2,2,7RG5
data/Ankyrin_repeat_protein/pdb_files/3BQO.pdb,data/Ankyrin_repeat_protein/metadata_files/3BQO_metadata.json,2,2,3BQO
data/Ankyrin_repeat_protein/pdb_files/6SH9.pdb,data/Ankyrin_repeat_protein/metadata_files/6SH9_metadata.json,2,2,6SH9
data/Ankyrin_repeat_protein/pdb_files/6ZOE.pdb,data/Ankyrin_repeat_protein/metadata_files/6ZOE_metadata.json,2,2,6ZOE
data/Ankyrin_repeat_protein/pdb_files/6GVM.pdb,data/Ankyrin_repeat_protein/metadata_files/6GVM_metadata.json,4,4,6GVM
data/Ankyrin_repeat_protein/pdb_files/4JB8.pdb,data/Ankyrin_repeat_protein/metadata_files/4JB8_metadata.json,3,3,4JB8
data/Ankyrin_repeat_protein/pdb_files/6GVN.pdb,data/Ankyrin_repeat_protein/metadata_files/6GVN_metadata.json,3,3,6GVN
data/Ankyrin_repeat_protein/pdb_files/5MLA.pdb,data/Ankyrin_repeat_protein/metadata_files/5MLA_metadata.json,2,2,5MLA
data/Ankyrin_repeat_protein/pdb_files/5JH5.pdb,data/Ankyrin_repeat_protein/metadata_files/5JH5_metadata.json,4,4,5JH5
data/Ankyrin_repeat_protein/pdb_files/9D5F.pdb,data/Ankyrin_repeat_protein/metadata_files/9D5F_metadata.json,2,2,9D5F
data/Ankyrin_repeat_protein/pdb_files/6MIB.pdb,data/Ankyrin_repeat_protein/metadata_files/6MIB_metadata.json,2,2,6MIB
data/Ankyrin_repeat_protein/pdb_files/9D5I.pdb,data/Ankyrin_repeat_protein/metadata_files/9D5I_metadata.json,2,2,9D5I
data/Ankyrin_repeat_protein/pdb_files/9D5E.pdb,data/Ankyrin_repeat_protein/metadata_files/9D5E_metadata.json,2,2,9D5E
data/Ankyrin_repeat_protein/pdb_files/9D5H.pdb,data/Ankyrin_repeat_protein/metadata_files/9D5H_metadata.json,2,2,9D5H
data/Ankyrin_repeat_protein/pdb_files/9D5P.pdb,data/Ankyrin_repeat_protein/metadata_files/9D5P_metadata.json,2,2,9D5P
data/Ankyrin_repeat_protein/pdb_files/3DM1.pdb,data/Ankyrin_repeat_protein/metadata_files/3DM1_metadata.json,8,2,3DM1
data/Ankyrin_repeat_protein/pdb_files/7P3I.pdb,data/Ankyrin_repeat_protein/metadata_files/7P3I_metadata.json,4,2,7P3I
data/Ankyrin_repeat_protein/pdb_files/3SVM.pdb,data/Ankyrin_repeat_protein/metadata_files/3SVM_metadata.json,2,2,3SVM
data/Ankyrin_repeat_protein/pdb_files/2XZD.pdb,data/Ankyrin_repeat_protein/metadata_files/2XZD_metadata.json,6,3,2XZD
data/Ankyrin_repeat_protein/pdb_files/2XZT.pdb,data/Ankyrin_repeat_protein/metadata_files/2XZT_metadata.json,6,3,2XZT
data/Ankyrin_repeat_protein/pdb_files/2Y0B.pdb,data/Ankyrin_repeat_protein/metadata_files/2Y0B_metadata.json,6,3,2Y0B
data/Ankyrin_repeat_protein/pdb_files/3BRD.pdb,data/Ankyrin_repeat_protein/metadata_files/3BRD_metadata.json,4,4,3BRD
data/Ankyrin_repeat_protein/pdb_files/5VHJ.pdb,data/Ankyrin_repeat_protein/metadata_files/5VHJ_metadata.json,8,8,5VHJ
data/Ankyrin_repeat_protein/pdb_files/5VHM.pdb,data/Ankyrin_repeat_protein/metadata_files/5VHM_metadata.json,8,8,5VHM
data/Ankyrin_repeat_protein/pdb_files/5VHN.pdb,data/Ankyrin_repeat_protein/metadata_files/5VHN_metadata.json,8,8,5VHN
data/Ankyrin_repeat_protein/pdb_files/5VHO.pdb,data/Ankyrin_repeat_protein/metadata_files/5VHO_metadata.json,8,8,5VHO
data/Ankyrin_repeat_protein/pdb_files/5VHP.pdb,data/Ankyrin_repeat_protein/metadata_files/5VHP_metadata.json,8,8,5VHP
data/Ankyrin_repeat_protein/pdb_files/5VHQ.pdb,data/Ankyrin_repeat_protein/metadata_files/5VHQ_metadata.json,8,8,5VHQ
